Kind Of Material,Structure Type,averageDailyTraffic,avgDailyTruckTraffic,countyCode,lengthOfMaximumSpan,maintenanceReponsibility,owner,structureLength,year,yearBuilt,yearReconstructed,Age,Avg. Daily Precipitation (mm),ADTT,state name,snowfall,freezethaw
4.447358699667529,3.0529603385163044,2518.7063505390065,5.992779662155355,176.0810021157269,23.467370789535497,16.769251435671826,16.70752594284179,52.245995231217954,2005.2501259361252,1957.016757900393,359.16905665446484,48.233368035732276,,99.98090438929455,AK,170.40142641470143,62.731688271122906
3.0524158114727165,4.041247984595047,4493.979876515852,7.760034997363736,71.26407726928866,14.17924381240697,2.6230600533365935,2.6325697081770043,67.98646335591751,2004.334297416461,1965.7287245829737,211.44609794677038,38.605572833487436,3.702985074626867,531.1076208669787,AL,8.190850287826397,45.20879413310869
2.5957355259400656,6.345820604192499,2789.3830477181427,2.1305667580687433,77.99662033976539,12.543413378607145,2.279279631679621,2.2956068328593724,50.15884011939102,2004.2757708872,1969.3424644138206,250.34977527606426,34.93330647337931,3.413066666666666,133.0169093320083,AR,17.876666898963272,63.0004878228752
3.6657223796033995,3.096675724114008,13077.833312135052,10.816974041741343,14.413805862288259,21.778473723767988,8.194322714921663,8.314713534138868,67.30953575764079,2005.0457882869862,1969.926218419379,319.58210094235994,35.1195698676071,0.8326666666666666,1467.2539856622752,AZ,7.436029897378582,34.635004953261536
3.016114535423773,3.3787216679390317,24258.070903955864,7.206279215821954,58.14706722976658,21.892843040288096,3.2768089835244387,3.396552956086481,69.22060949422512,2004.7675934248182,1948.968434690063,267.65048569247375,55.799158734755125,1.966724137931035,1667.9628605462194,CA,13.078865022708412,17.189136489074414
3.8345286855398313,3.0691925400700315,7104.246118261214,7.1853504780437785,61.21743563450771,17.763028368011103,3.6989169002021707,3.830129867103247,42.03381205684019,2004.6753613731305,1970.6211714257415,179.43897877497275,34.05418994738896,1.3447619047619046,572.6934989541822,CO,73.95295474477108,137.9581055755115
3.438529158287848,2.6166388968687158,18295.89743177248,5.7001206549842,6.415731111749497,22.821133007757652,2.2903533467394426,4.884952599827636,52.47108072392784,2004.5251824188451,1960.9543579431197,567.6805285837403,43.57082447572537,3.405,1572.0951285262925,CT,54.2371071120424,91.81561074818191
2.930740800257111,3.9460067491563553,33610.86517756709,3.374578177727784,0.9595050618672666,26.17041619797505,9.814398200224971,9.874819219026193,106.40650811505651,2004.3887192672344,1953.782420054636,1034.164229471316,50.60629921259842,3.1,1284.7421324120216,DC,29.02329594477998,81.11906816220879
3.687185676926172,3.070542479715684,14957.74619459532,7.919063903976396,2.9303962985314826,24.760001341111924,5.666800777844833,2.8162676859116207,88.46743110038294,2004.9664051498692,1966.9914168845974,492.66103399718367,37.97498826527191,3.1533333333333338,1304.1702045195511,DE,28.100018296029766,77.25013722022321
4.091639837989407,2.870956485616367,16369.460716585316,7.277831550524457,65.8849558624987,18.447368158693894,4.276884411673071,4.769824488524249,97.65044220583209,2004.83355696334,1974.3968802575553,324.0498992626441,30.43667670578461,3.656119402985074,1334.8641763008143,FL,0.3152818058899517,5.564338096698148
2.946379324095723,2.630997905376759,10483.311805027935,5.4450717586859705,147.49898626951378,15.744319121526491,2.6420838772777455,2.639485537025299,63.254700729121865,2004.451015619425,1969.0577553530427,268.52600648955416,35.39326026638235,3.395345911949687,657.7596908438749,GA,7.3765035944124016,43.04102391892228
3.0149229845969194,3.267173434686937,24853.303780756152,0.4845769153830766,3.8432886577315464,17.079619923984858,2.622124424884977,2.670254050810162,69.48628925785188,2004.4844168833768,1938.522024404881,198.59539907981596,65.9623924784957,,31.446601320264485,HI,,
3.7227458249253553,2.770565837891142,1152.1608707164967,9.172819328153105,100.5786941078717,14.974046877706778,2.1473570795934953,2.2499876733717437,34.762085300274066,2004.256105333321,1961.0683863073987,237.06967740757312,43.18771902592244,2.438181818181818,128.33185147781538,IA,73.04925686453791,95.65483861816736
